date,channel,campaign_id,campaign_name,spend
19-03-2025,Facebook,F001,Facebook Campaign F001,516
19-03-2025,Facebook,F002,Facebook Campaign F002,1624
19-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1455
19-03-2025,TikTok,T001,TikTok Campaign T001,2127
20-03-2025,Google Ads,G001,Google Ads Campaign G001,2110
20-03-2025,Google Ads,G002,Google Ads Campaign G002,1505
20-03-2025,Facebook,F001,Facebook Campaign F001,390
20-03-2025,Facebook,F002,Facebook Campaign F002,1013
20-03-2025,LinkedIn,L001,LinkedIn Campaign L001,2181
20-03-2025,TikTok,T001,TikTok Campaign T001,338
21-03-2025,Google Ads,G001,Google Ads Campaign G001,472
21-03-2025,Google Ads,G002,Google Ads Campaign G002,952
21-03-2025,Facebook,F001,Facebook Campaign F001,1053
21-03-2025,Facebook,F002,Facebook Campaign F002,1543
21-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1381
21-03-2025,TikTok,T001,TikTok Campaign T001,1983
22-03-2025,Google Ads,G001,Google Ads Campaign G001,755
22-03-2025,Google Ads,G002,Google Ads Campaign G002,1128
22-03-2025,Facebook,F001,Facebook Campaign F001,1194
22-03-2025,Facebook,F002,Facebook Campaign F002,1684
22-03-2025,LinkedIn,L001,LinkedIn Campaign L001,2258
22-03-2025,TikTok,T001,TikTok Campaign T001,2296
23-03-2025,Google Ads,G001,Google Ads Campaign G001,489
23-03-2025,Google Ads,G002,Google Ads Campaign G002,804
23-03-2025,Facebook,F001,Facebook Campaign F001,1514
23-03-2025,Facebook,F002,Facebook Campaign F002,1831
23-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1123
23-03-2025,TikTok,T001,TikTok Campaign T001,1228
24-03-2025,Google Ads,G001,Google Ads Campaign G001,1233
24-03-2025,Google Ads,G002,Google Ads Campaign G002,1440
24-03-2025,Facebook,F001,Facebook Campaign F001,433
24-03-2025,Facebook,F002,Facebook Campaign F002,2405
24-03-2025,LinkedIn,L001,LinkedIn Campaign L001,984
24-03-2025,TikTok,T001,TikTok Campaign T001,2152
25-03-2025,Google Ads,G001,Google Ads Campaign G001,1114
25-03-2025,Google Ads,G002,Google Ads Campaign G002,1472
25-03-2025,Facebook,F001,Facebook Campaign F001,379
25-03-2025,Facebook,F002,Facebook Campaign F002,502
25-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1552
25-03-2025,TikTok,T001,TikTok Campaign T001,1999
26-03-2025,Google Ads,G001,Google Ads Campaign G001,1550
26-03-2025,Google Ads,G002,Google Ads Campaign G002,1982
26-03-2025,Facebook,F001,Facebook Campaign F001,1855
26-03-2025,Facebook,F002,Facebook Campaign F002,2394
26-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1556
26-03-2025,TikTok,T001,TikTok Campaign T001,1849
27-03-2025,Google Ads,G001,Google Ads Campaign G001,1466
27-03-2025,Google Ads,G002,Google Ads Campaign G002,1696
27-03-2025,Facebook,F001,Facebook Campaign F001,770
27-03-2025,Facebook,F002,Facebook Campaign F002,1335
27-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1653
27-03-2025,TikTok,T001,TikTok Campaign T001,1267
28-03-2025,Google Ads,G001,Google Ads Campaign G001,657
28-03-2025,Google Ads,G002,Google Ads Campaign G002,967
28-03-2025,Facebook,F001,Facebook Campaign F001,672
28-03-2025,Facebook,F002,Facebook Campaign F002,1331
28-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1445
28-03-2025,TikTok,T001,TikTok Campaign T001,1671
29-03-2025,Google Ads,G001,Google Ads Campaign G001,389
29-03-2025,Google Ads,G002,Google Ads Campaign G002,839
29-03-2025,Facebook,F001,Facebook Campaign F001,1168
29-03-2025,Facebook,F002,Facebook Campaign F002,340
29-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1039
29-03-2025,TikTok,T001,TikTok Campaign T001,2246
30-03-2025,Google Ads,G001,Google Ads Campaign G001,1524
30-03-2025,Google Ads,G002,Google Ads Campaign G002,1228
30-03-2025,Facebook,F001,Facebook Campaign F001,2336
30-03-2025,Facebook,F002,Facebook Campaign F002,1224
30-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1881
30-03-2025,TikTok,T001,TikTok Campaign T001,689
31-03-2025,Google Ads,G001,Google Ads Campaign G001,1917
31-03-2025,Google Ads,G002,Google Ads Campaign G002,555
31-03-2025,Facebook,F001,Facebook Campaign F001,1008
31-03-2025,Facebook,F002,Facebook Campaign F002,2138
31-03-2025,LinkedIn,L001,LinkedIn Campaign L001,2244
31-03-2025,TikTok,T001,TikTok Campaign T001,309
