user_id,touch_date,channel,campaign_id,session_id,utm_source
U1133,16-02-2025,LinkedIn,L001,S19496,LinkedIn
U1133,17-02-2025,TikTok,T001,S98199,TikTok
U1134,27-02-2025,TikTok,T001,S65147,TikTok
U1134,28-02-2025,Google Ads,G001,S72946,Google Ads
U1134,01-03-2025,TikTok,T001,S78056,TikTok
U1135,21-01-2025,TikTok,T001,S89578,TikTok
U1135,22-01-2025,LinkedIn,L001,S77695,LinkedIn
U1135,23-01-2025,Google Ads,G001,S57701,Google Ads
U1136,27-02-2025,Facebook,F002,S23944,Facebook
U1136,28-02-2025,Facebook,F001,S46751,Facebook
U1136,01-03-2025,LinkedIn,L001,S64341,LinkedIn
U1137,27-02-2025,TikTok,T001,S28313,TikTok
U1137,28-02-2025,TikTok,T001,S33705,TikTok
U1137,01-03-2025,Google Ads,G002,S12023,Google Ads
U1137,02-03-2025,LinkedIn,L001,S74429,
U1137,03-03-2025,TikTok,T001,S47804,TikTok
U1138,17-01-2025,LinkedIn,L001,S46060,LinkedIn
U1138,18-01-2025,Facebook,F001,S33225,
U1138,19-01-2025,LinkedIn,L001,S46727,LinkedIn
U1138,20-01-2025,Facebook,F002,S24226,Facebook
U1138,21-01-2025,LinkedIn,L001,S78926,
U1139,22-01-2025,TikTok,T001,S76077,TikTok
U1139,23-01-2025,Facebook,F002,S20258,Facebook
U1139,24-01-2025,TikTok,T001,S15469,TikTok
U1140,24-02-2025,Google Ads,G002,S60288,Google Ads
U1140,25-02-2025,LinkedIn,L001,S85054,LinkedIn
U1140,26-02-2025,LinkedIn,L001,S31621,LinkedIn
U1140,27-02-2025,Google Ads,G001,S44051,Google Ads
U1141,16-02-2025,LinkedIn,L001,S40254,LinkedIn
U1141,17-02-2025,Facebook,F002,S24472,Facebook
U1141,18-02-2025,Facebook,F002,S18329,Facebook
U1141,19-02-2025,Facebook,F001,S16397,
U1141,20-02-2025,Facebook,F001,S93820,Facebook
U1142,19-01-2025,Facebook,F001,S91906,Facebook
U1142,20-01-2025,Google Ads,G001,S52963,Google Ads
U1142,21-01-2025,Google Ads,G001,S36201,Google Ads
U1142,22-01-2025,TikTok,T001,S66614,
U1143,04-02-2025,Google Ads,G002,S52821,Google Ads
U1143,05-02-2025,Google Ads,G002,S17531,Google Ads
U1143,06-02-2025,TikTok,T001,S77155,TikTok
U1144,05-02-2025,Google Ads,G002,S47481,Google Ads
U1144,06-02-2025,Facebook,F002,S10162,Facebook
U1144,07-02-2025,LinkedIn,L001,S27015,LinkedIn
U1144,08-02-2025,Facebook,F002,S19833,Facebook
U1144,09-02-2025,Google Ads,G001,S51800,Google Ads
U1145,25-02-2025,LinkedIn,L001,S28681,
U1145,26-02-2025,LinkedIn,L001,S57299,LinkedIn
U1146,02-02-2025,LinkedIn,L001,S24289,LinkedIn
U1146,03-02-2025,TikTok,T001,S76707,TikTok
U1146,04-02-2025,TikTok,T001,S75428,TikTok
U1147,26-01-2025,TikTok,T001,S32669,TikTok
U1147,27-01-2025,Google Ads,G001,S38228,Google Ads
U1147,28-01-2025,LinkedIn,L001,S36928,LinkedIn
U1148,12-01-2025,Google Ads,G001,S17345,Google Ads
U1148,13-01-2025,Google Ads,G002,S25352,Google Ads
U1148,14-01-2025,LinkedIn,L001,S12336,LinkedIn
U1148,15-01-2025,Google Ads,G002,S17521,Google Ads
U1149,27-02-2025,LinkedIn,L001,S54629,
U1149,28-02-2025,Google Ads,G001,S60669,Google Ads
U1149,01-03-2025,Facebook,F002,S23140,Facebook
U1149,02-03-2025,Google Ads,G002,S78673,Google Ads
U1149,03-03-2025,Facebook,F002,S88258,Facebook
U1150,08-02-2025,Facebook,F002,S40651,
U1150,09-02-2025,LinkedIn,L001,S77263,LinkedIn
U1151,04-03-2025,Google Ads,G002,S28708,Google Ads
U1151,05-03-2025,TikTok,T001,S19283,TikTok
U1151,06-03-2025,Facebook,F002,S82055,Facebook
U1151,07-03-2025,TikTok,T001,S28133,TikTok
U1152,14-01-2025,LinkedIn,L001,S16823,LinkedIn
U1152,15-01-2025,Facebook,F002,S39118,Facebook
U1152,16-01-2025,Facebook,F001,S30354,Facebook
U1152,17-01-2025,TikTok,T001,S60729,TikTok
U1152,18-01-2025,TikTok,T001,S74166,TikTok
U1153,23-01-2025,Google Ads,G001,S42658,Google Ads
U1153,24-01-2025,Google Ads,G001,S81947,Google Ads
U1153,25-01-2025,Facebook,F002,S43243,Facebook
U1153,26-01-2025,Google Ads,G002,S17239,Google Ads
U1153,27-01-2025,LinkedIn,L001,S50846,LinkedIn
U1154,11-02-2025,TikTok,T001,S87067,TikTok
U1154,12-02-2025,Facebook,F001,S21116,Facebook
U1154,13-02-2025,LinkedIn,L001,S11898,LinkedIn
U1154,14-02-2025,TikTok,T001,S95120,TikTok
U1154,15-02-2025,LinkedIn,L001,S43380,LinkedIn
U1155,17-02-2025,LinkedIn,L001,S49901,LinkedIn
U1155,18-02-2025,Facebook,F002,S12591,Facebook
U1155,19-02-2025,Google Ads,G002,S64400,Google Ads
U1155,20-02-2025,LinkedIn,L001,S62756,LinkedIn
U1155,21-02-2025,Facebook,F001,S43691,Facebook
U1156,28-02-2025,LinkedIn,L001,S18004,LinkedIn
U1156,01-03-2025,Google Ads,G001,S34217,Google Ads
U1156,02-03-2025,Facebook,F002,S25036,Facebook
U1157,09-01-2025,TikTok,T001,S10645,TikTok
U1157,10-01-2025,LinkedIn,L001,S40090,LinkedIn
U1157,11-01-2025,Facebook,F001,S28888,Facebook
U1157,12-01-2025,Google Ads,G002,S19346,Google Ads
U1157,13-01-2025,TikTok,T001,S79615,TikTok
U1158,28-01-2025,TikTok,T001,S35556,TikTok
U1158,29-01-2025,LinkedIn,L001,S55096,LinkedIn
U1159,16-02-2025,Facebook,F002,S94246,Facebook
U1159,17-02-2025,TikTok,T001,S16416,TikTok
U1159,18-02-2025,Google Ads,G002,S50718,Google Ads
U1159,19-02-2025,LinkedIn,L001,S68067,LinkedIn
U1160,16-01-2025,Facebook,F002,S20487,Facebook
U1160,17-01-2025,TikTok,T001,S86229,TikTok
U1161,20-01-2025,TikTok,T001,S46598,TikTok
U1161,21-01-2025,LinkedIn,L001,S85330,
U1162,27-02-2025,Google Ads,G001,S81906,Google Ads
U1162,28-02-2025,Google Ads,G001,S18179,Google Ads
U1162,01-03-2025,Facebook,F002,S63798,Facebook
U1162,02-03-2025,Google Ads,G001,S66526,
U1162,03-03-2025,Facebook,F001,S82954,Facebook
U1163,23-01-2025,LinkedIn,L001,S25223,LinkedIn
U1163,24-01-2025,Facebook,F002,S96516,Facebook
U1163,25-01-2025,TikTok,T001,S56738,TikTok
U1163,26-01-2025,Facebook,F001,S18787,Facebook
U1164,25-01-2025,TikTok,T001,S79785,TikTok
U1164,26-01-2025,Facebook,F001,S79624,Facebook
U1165,20-02-2025,LinkedIn,L001,S34264,LinkedIn
U1165,21-02-2025,TikTok,T001,S58454,
U1165,22-02-2025,Facebook,F001,S23947,Facebook
U1165,23-02-2025,LinkedIn,L001,S88610,LinkedIn
U1166,14-01-2025,TikTok,T001,S89676,TikTok
U1166,15-01-2025,TikTok,T001,S59437,TikTok
U1166,16-01-2025,Google Ads,G002,S74307,Google Ads
U1166,17-01-2025,Google Ads,G002,S21240,Google Ads
U1167,19-03-2025,Facebook,F001,S18259,
U1167,20-03-2025,TikTok,T001,S91768,TikTok
U1167,21-03-2025,Google Ads,G002,S73095,Google Ads
U1167,22-03-2025,LinkedIn,L001,S33567,LinkedIn
U1168,03-03-2025,Google Ads,G002,S64306,
U1168,04-03-2025,LinkedIn,L001,S68929,LinkedIn
U1169,21-01-2025,Google Ads,G002,S52946,Google Ads
U1169,22-01-2025,TikTok,T001,S77580,TikTok
U1170,02-03-2025,Google Ads,G002,S96497,Google Ads
U1170,03-03-2025,TikTok,T001,S99388,TikTok
U1171,16-02-2025,TikTok,T001,S81853,TikTok
U1171,17-02-2025,LinkedIn,L001,S36649,LinkedIn
U1171,18-02-2025,TikTok,T001,S24567,TikTok
U1171,19-02-2025,Google Ads,G001,S71944,Google Ads
U1172,20-02-2025,TikTok,T001,S53355,TikTok
U1172,21-02-2025,TikTok,T001,S40795,TikTok
U1173,08-03-2025,Facebook,F002,S27569,Facebook
U1173,09-03-2025,LinkedIn,L001,S52752,LinkedIn
U1174,07-02-2025,Facebook,F002,S36512,Facebook
U1174,08-02-2025,Google Ads,G002,S14378,Google Ads
U1174,09-02-2025,TikTok,T001,S39033,TikTok
U1174,10-02-2025,Google Ads,G001,S78336,Google Ads
U1174,11-02-2025,LinkedIn,L001,S15410,LinkedIn
U1175,25-02-2025,Google Ads,G001,S53056,Google Ads
U1175,26-02-2025,Facebook,F001,S47418,Facebook
U1175,27-02-2025,TikTok,T001,S26724,TikTok
U1175,28-02-2025,Google Ads,G001,S41337,Google Ads
U1175,01-03-2025,LinkedIn,L001,S98296,
U1176,06-02-2025,Google Ads,G001,S69156,Google Ads
U1176,07-02-2025,LinkedIn,L001,S59334,LinkedIn
U1177,08-02-2025,Google Ads,G002,S91554,Google Ads
U1177,09-02-2025,LinkedIn,L001,S62781,LinkedIn
U1178,01-01-2025,TikTok,T001,S54363,TikTok
U1178,02-01-2025,TikTok,T001,S65284,TikTok
U1179,12-01-2025,Google Ads,G002,S74089,Google Ads
U1179,13-01-2025,LinkedIn,L001,S91348,LinkedIn
U1180,25-01-2025,LinkedIn,L001,S62893,
U1180,26-01-2025,Google Ads,G001,S32190,
U1180,27-01-2025,TikTok,T001,S79569,TikTok
U1180,28-01-2025,TikTok,T001,S34995,TikTok
U1180,29-01-2025,Facebook,F001,S20651,Facebook
U1181,17-03-2025,Facebook,F001,S71350,Facebook
U1181,18-03-2025,Facebook,F001,S61649,Facebook
U1181,19-03-2025,LinkedIn,L001,S84637,LinkedIn
U1181,20-03-2025,Facebook,F001,S56619,Facebook
U1181,21-03-2025,LinkedIn,L001,S70058,LinkedIn
U1182,02-01-2025,Google Ads,G002,S81975,Google Ads
U1182,03-01-2025,Facebook,F001,S12282,Facebook
U1183,24-02-2025,Google Ads,G001,S84964,
U1183,25-02-2025,Facebook,F001,S82982,Facebook
U1184,07-02-2025,TikTok,T001,S27514,TikTok
U1184,08-02-2025,Facebook,F002,S46788,Facebook
U1184,09-02-2025,Facebook,F002,S52849,Facebook
U1184,10-02-2025,TikTok,T001,S89003,TikTok
U1184,11-02-2025,TikTok,T001,S78670,TikTok
U1185,16-03-2025,TikTok,T001,S76677,
U1185,17-03-2025,TikTok,T001,S55734,TikTok
U1185,18-03-2025,Facebook,F002,S91926,Facebook
U1185,19-03-2025,TikTok,T001,S31312,
U1186,16-02-2025,TikTok,T001,S50379,TikTok
U1186,17-02-2025,Facebook,F002,S54014,
U1187,11-01-2025,Google Ads,G001,S32852,Google Ads
U1187,12-01-2025,TikTok,T001,S27438,TikTok
U1187,13-01-2025,TikTok,T001,S52417,TikTok
U1187,14-01-2025,Google Ads,G002,S80188,
U1188,26-01-2025,LinkedIn,L001,S47226,LinkedIn
U1188,27-01-2025,TikTok,T001,S87362,TikTok
U1188,28-01-2025,Facebook,F002,S63161,Facebook
U1188,29-01-2025,Google Ads,G002,S81849,Google Ads
U1188,30-01-2025,TikTok,T001,S37734,TikTok
U1189,09-03-2025,Facebook,F002,S35372,Facebook
U1189,10-03-2025,Google Ads,G001,S81155,Google Ads
U1189,11-03-2025,Google Ads,G001,S52261,Google Ads
U1190,10-03-2025,Google Ads,G001,S86449,Google Ads
U1190,11-03-2025,Google Ads,G002,S86118,Google Ads
U1190,12-03-2025,LinkedIn,L001,S19569,LinkedIn
U1190,13-03-2025,TikTok,T001,S80393,TikTok
U1190,14-03-2025,Google Ads,G001,S72443,Google Ads
U1191,13-02-2025,LinkedIn,L001,S85250,LinkedIn
U1191,14-02-2025,Google Ads,G002,S91532,Google Ads
U1192,13-01-2025,LinkedIn,L001,S23283,LinkedIn
U1192,14-01-2025,LinkedIn,L001,S95090,LinkedIn
U1192,15-01-2025,TikTok,T001,S84965,TikTok
U1192,16-01-2025,Google Ads,G002,S87988,Google Ads
U1193,08-01-2025,TikTok,T001,S45428,TikTok
U1193,09-01-2025,TikTok,T001,S85774,TikTok
U1193,10-01-2025,TikTok,T001,S34842,TikTok
U1193,11-01-2025,Facebook,F001,S86021,Facebook
U1194,11-01-2025,LinkedIn,L001,S11207,LinkedIn
U1194,12-01-2025,TikTok,T001,S39689,TikTok
U1195,11-03-2025,Google Ads,G001,S70011,Google Ads
U1195,12-03-2025,TikTok,T001,S88405,TikTok
U1195,13-03-2025,LinkedIn,L001,S82805,LinkedIn
U1195,14-03-2025,LinkedIn,L001,S89063,LinkedIn
U1195,15-03-2025,LinkedIn,L001,S72154,LinkedIn
U1196,20-02-2025,Google Ads,G002,S31083,Google Ads
U1196,21-02-2025,LinkedIn,L001,S38398,LinkedIn
U1196,22-02-2025,TikTok,T001,S63410,TikTok
U1196,23-02-2025,TikTok,T001,S92035,TikTok
U1196,24-02-2025,Google Ads,G001,S25072,Google Ads
U1197,13-03-2025,LinkedIn,L001,S31826,LinkedIn
U1197,14-03-2025,LinkedIn,L001,S35518,
U1197,15-03-2025,Facebook,F001,S61919,Facebook
U1197,16-03-2025,Facebook,F002,S15845,Facebook
U1197,17-03-2025,LinkedIn,L001,S29337,LinkedIn
U1198,05-03-2025,Facebook,F001,S21944,Facebook
U1198,06-03-2025,TikTok,T001,S68653,TikTok
U1198,07-03-2025,Google Ads,G002,S87842,
U1199,08-01-2025,Facebook,F001,S20886,Facebook
U1199,09-01-2025,LinkedIn,L001,S42792,LinkedIn
U1199,10-01-2025,Google Ads,G001,S96156,
U1200,08-01-2025,Google Ads,G002,S21390,Google Ads
U1200,09-01-2025,Google Ads,G002,S25038,Google Ads
U1200,10-01-2025,TikTok,T001,S31281,TikTok
U1200,11-01-2025,Facebook,F002,S18605,Facebook
U1200,12-01-2025,LinkedIn,L001,S29810,
U1201,03-01-2025,Facebook,F002,S20207,Facebook
U1201,04-01-2025,Facebook,F001,S84085,Facebook
U1201,05-01-2025,TikTok,T001,S81312,TikTok
U1201,06-01-2025,LinkedIn,L001,S66699,LinkedIn
U1201,07-01-2025,TikTok,T001,S56092,TikTok
U1202,31-01-2025,TikTok,T001,S78487,TikTok
U1202,01-02-2025,LinkedIn,L001,S63117,LinkedIn
U1202,02-02-2025,LinkedIn,L001,S33782,LinkedIn
U1202,03-02-2025,Google Ads,G001,S25592,Google Ads
U1202,04-02-2025,Facebook,F001,S71202,
U1203,25-01-2025,Facebook,F001,S17190,Facebook
U1203,26-01-2025,TikTok,T001,S90905,TikTok
U1204,13-03-2025,Facebook,F002,S22145,Facebook
U1204,14-03-2025,Facebook,F002,S18244,Facebook
U1204,15-03-2025,TikTok,T001,S94227,TikTok
U1204,16-03-2025,Google Ads,G001,S81121,Google Ads
U1204,17-03-2025,TikTok,T001,S22237,TikTok
U1205,16-03-2025,Google Ads,G002,S64238,Google Ads
U1205,17-03-2025,Google Ads,G002,S60961,Google Ads
U1205,18-03-2025,TikTok,T001,S32736,TikTok
U1206,19-02-2025,TikTok,T001,S90811,
U1206,20-02-2025,Google Ads,G002,S29008,Google Ads
U1206,21-02-2025,LinkedIn,L001,S15793,LinkedIn
U1206,22-02-2025,TikTok,T001,S26209,TikTok
U1207,20-02-2025,Google Ads,G001,S58695,Google Ads
U1207,21-02-2025,TikTok,T001,S42441,TikTok
U1207,22-02-2025,LinkedIn,L001,S72368,LinkedIn
U1207,23-02-2025,TikTok,T001,S33478,TikTok
U1208,16-02-2025,LinkedIn,L001,S25372,LinkedIn
U1208,17-02-2025,Google Ads,G001,S64040,Google Ads
U1208,18-02-2025,Facebook,F001,S15842,Facebook
U1209,06-02-2025,Facebook,F001,S64575,Facebook
U1209,07-02-2025,LinkedIn,L001,S97592,LinkedIn
U1209,08-02-2025,LinkedIn,L001,S97697,LinkedIn
U1209,09-02-2025,TikTok,T001,S15355,TikTok
U1209,10-02-2025,Google Ads,G002,S88860,Google Ads
U1210,13-01-2025,TikTok,T001,S91423,TikTok
U1210,14-01-2025,Google Ads,G001,S44773,Google Ads
U1210,15-01-2025,Google Ads,G002,S93692,Google Ads
U1211,09-01-2025,TikTok,T001,S57377,TikTok
U1211,10-01-2025,LinkedIn,L001,S68283,LinkedIn
U1211,11-01-2025,Google Ads,G002,S64336,Google Ads
U1212,21-01-2025,TikTok,T001,S83016,
U1212,22-01-2025,Google Ads,G002,S65860,Google Ads
U1212,23-01-2025,TikTok,T001,S71997,TikTok
U1212,24-01-2025,Google Ads,G001,S46609,Google Ads
U1212,25-01-2025,Facebook,F001,S41881,Facebook
U1213,25-01-2025,LinkedIn,L001,S46021,LinkedIn
U1213,26-01-2025,TikTok,T001,S71610,
U1213,27-01-2025,Google Ads,G002,S25193,
U1213,28-01-2025,Facebook,F001,S29611,Facebook
U1214,16-02-2025,Google Ads,G002,S65243,Google Ads
U1214,17-02-2025,LinkedIn,L001,S81354,LinkedIn
U1214,18-02-2025,LinkedIn,L001,S40116,LinkedIn
U1214,19-02-2025,Facebook,F001,S27908,
U1214,20-02-2025,Google Ads,G001,S61955,Google Ads
U1215,12-01-2025,TikTok,T001,S65668,TikTok
U1215,13-01-2025,TikTok,T001,S66547,TikTok
U1216,20-02-2025,Google Ads,G002,S37606,Google Ads
U1216,21-02-2025,Google Ads,G002,S72522,Google Ads
U1216,22-02-2025,TikTok,T001,S12204,TikTok
U1216,23-02-2025,Facebook,F002,S43870,Facebook
U1217,13-02-2025,Facebook,F002,S34968,Facebook
U1217,14-02-2025,LinkedIn,L001,S84707,LinkedIn
U1217,15-02-2025,Facebook,F001,S65835,Facebook
U1217,16-02-2025,Facebook,F001,S56169,Facebook
U1217,17-02-2025,TikTok,T001,S87240,TikTok
U1218,25-01-2025,Facebook,F001,S98330,Facebook
U1218,26-01-2025,Google Ads,G001,S88915,Google Ads
U1218,27-01-2025,LinkedIn,L001,S84218,LinkedIn
U1219,18-02-2025,LinkedIn,L001,S42983,LinkedIn
U1219,19-02-2025,Facebook,F002,S90360,Facebook
U1220,26-01-2025,Google Ads,G002,S15939,
U1220,27-01-2025,Google Ads,G001,S86721,
U1220,28-01-2025,Facebook,F001,S94703,Facebook
U1221,21-01-2025,Facebook,F001,S54605,Facebook
U1221,22-01-2025,Facebook,F002,S41433,Facebook
U1222,13-01-2025,LinkedIn,L001,S47853,
U1222,14-01-2025,Facebook,F001,S10492,Facebook
U1222,15-01-2025,LinkedIn,L001,S34272,LinkedIn
U1223,16-03-2025,Google Ads,G002,S23979,Google Ads
U1223,17-03-2025,TikTok,T001,S22867,TikTok
U1223,18-03-2025,LinkedIn,L001,S83402,LinkedIn
U1223,19-03-2025,Facebook,F002,S97178,Facebook
U1223,20-03-2025,Google Ads,G001,S48870,Google Ads
U1224,26-01-2025,Facebook,F002,S35372,Facebook
U1224,27-01-2025,LinkedIn,L001,S44064,LinkedIn
U1224,28-01-2025,LinkedIn,L001,S78431,LinkedIn
U1224,29-01-2025,Facebook,F002,S95132,Facebook
U1225,08-01-2025,Facebook,F002,S73069,Facebook
U1225,09-01-2025,Google Ads,G001,S55242,Google Ads
U1225,10-01-2025,TikTok,T001,S97893,TikTok
U1226,13-02-2025,Google Ads,G001,S28020,
U1226,14-02-2025,TikTok,T001,S46777,TikTok
U1227,12-02-2025,Google Ads,G002,S14967,Google Ads
U1227,13-02-2025,Facebook,F001,S15722,Facebook
U1227,14-02-2025,Facebook,F001,S95867,Facebook
U1227,15-02-2025,Google Ads,G001,S33816,Google Ads
U1228,27-01-2025,Facebook,F001,S63574,Facebook
U1228,28-01-2025,Google Ads,G001,S13696,Google Ads
U1228,29-01-2025,LinkedIn,L001,S29149,LinkedIn
U1229,18-01-2025,Google Ads,G002,S92612,Google Ads
U1229,19-01-2025,LinkedIn,L001,S62160,LinkedIn
U1230,01-01-2025,Facebook,F002,S39961,Facebook
U1230,02-01-2025,LinkedIn,L001,S96120,LinkedIn
U1230,03-01-2025,Google Ads,G002,S74789,Google Ads
U1231,10-02-2025,Google Ads,G002,S12871,Google Ads
U1231,11-02-2025,LinkedIn,L001,S69979,LinkedIn
U1231,12-02-2025,Facebook,F001,S90070,Facebook
U1232,12-03-2025,Facebook,F002,S80093,Facebook
U1232,13-03-2025,TikTok,T001,S18275,TikTok
U1232,14-03-2025,LinkedIn,L001,S30700,LinkedIn
U1232,15-03-2025,TikTok,T001,S92534,TikTok
U1233,28-01-2025,Facebook,F001,S73353,Facebook
U1233,29-01-2025,LinkedIn,L001,S56976,LinkedIn
U1233,30-01-2025,LinkedIn,L001,S55095,LinkedIn
U1234,02-03-2025,TikTok,T001,S29991,TikTok
U1234,03-03-2025,TikTok,T001,S71250,TikTok
U1234,04-03-2025,Facebook,F001,S17415,Facebook
U1234,05-03-2025,TikTok,T001,S26964,TikTok
U1235,22-02-2025,Facebook,F001,S13832,
U1235,23-02-2025,TikTok,T001,S44148,TikTok
U1235,24-02-2025,Google Ads,G002,S95076,Google Ads
U1235,25-02-2025,Google Ads,G002,S48578,Google Ads
U1236,16-02-2025,TikTok,T001,S95029,TikTok
U1236,17-02-2025,LinkedIn,L001,S70142,LinkedIn
U1236,18-02-2025,Google Ads,G001,S61001,Google Ads
U1237,30-01-2025,Facebook,F001,S40106,Facebook
U1237,31-01-2025,LinkedIn,L001,S96511,LinkedIn
U1237,01-02-2025,LinkedIn,L001,S95731,LinkedIn
U1238,16-01-2025,TikTok,T001,S12708,TikTok
U1238,17-01-2025,TikTok,T001,S55046,TikTok
U1238,18-01-2025,LinkedIn,L001,S57135,LinkedIn
U1238,19-01-2025,LinkedIn,L001,S88077,LinkedIn
U1239,11-01-2025,TikTok,T001,S37128,
U1239,12-01-2025,Google Ads,G002,S88958,Google Ads
U1240,21-01-2025,Google Ads,G002,S52712,Google Ads
U1240,22-01-2025,LinkedIn,L001,S20728,LinkedIn
U1241,07-03-2025,TikTok,T001,S77450,TikTok
U1241,08-03-2025,Facebook,F001,S23689,Facebook
U1241,09-03-2025,LinkedIn,L001,S29873,LinkedIn
U1241,10-03-2025,LinkedIn,L001,S94040,
U1242,11-03-2025,Facebook,F002,S11538,Facebook
U1242,12-03-2025,Google Ads,G001,S28287,Google Ads
U1243,24-02-2025,TikTok,T001,S85225,TikTok
U1243,25-02-2025,LinkedIn,L001,S43919,LinkedIn
U1243,26-02-2025,TikTok,T001,S80482,TikTok
U1243,27-02-2025,LinkedIn,L001,S28919,LinkedIn
U1244,27-02-2025,Google Ads,G002,S55814,Google Ads
U1244,28-02-2025,TikTok,T001,S94892,TikTok
U1244,01-03-2025,LinkedIn,L001,S92912,LinkedIn
U1245,09-02-2025,LinkedIn,L001,S49194,LinkedIn
U1245,10-02-2025,TikTok,T001,S77391,TikTok
U1246,19-01-2025,TikTok,T001,S42298,TikTok
U1246,20-01-2025,Facebook,F001,S26835,Facebook
U1246,21-01-2025,TikTok,T001,S74887,TikTok
U1247,26-02-2025,Google Ads,G002,S21889,Google Ads
U1247,27-02-2025,TikTok,T001,S21442,TikTok
U1247,28-02-2025,Facebook,F002,S82827,Facebook
U1248,12-01-2025,Facebook,F001,S26523,Facebook
U1248,13-01-2025,Google Ads,G002,S20808,Google Ads
U1249,19-03-2025,Google Ads,G002,S95024,Google Ads
U1249,20-03-2025,Facebook,F002,S91938,Facebook
U1249,21-03-2025,Facebook,F001,S87789,
U1249,22-03-2025,LinkedIn,L001,S56220,LinkedIn
U1249,23-03-2025,TikTok,T001,S91486,TikTok
U1250,14-01-2025,LinkedIn,L001,S32931,LinkedIn
U1250,15-01-2025,Google Ads,G002,S61913,Google Ads
U1250,16-01-2025,Google Ads,G001,S64845,
U1250,17-01-2025,Google Ads,G002,S26901,Google Ads
U1251,10-03-2025,TikTok,T001,S11988,TikTok
U1251,11-03-2025,Facebook,F002,S24256,Facebook
U1251,12-03-2025,LinkedIn,L001,S38230,LinkedIn
U1252,03-01-2025,Facebook,F002,S51167,Facebook
U1252,04-01-2025,Facebook,F002,S98229,Facebook
U1252,05-01-2025,Facebook,F002,S70710,Facebook
U1252,06-01-2025,LinkedIn,L001,S40949,
U1253,10-02-2025,Facebook,F002,S36990,Facebook
U1253,11-02-2025,Facebook,F002,S91730,Facebook
U1253,12-02-2025,Facebook,F001,S22360,Facebook
U1253,13-02-2025,Google Ads,G002,S55800,Google Ads
U1253,14-02-2025,LinkedIn,L001,S61707,LinkedIn
U1254,29-01-2025,TikTok,T001,S52137,TikTok
U1254,30-01-2025,Google Ads,G002,S58442,Google Ads
U1254,31-01-2025,Facebook,F001,S11813,Facebook
U1255,30-01-2025,Google Ads,G001,S70272,Google Ads
U1255,31-01-2025,Google Ads,G002,S75618,Google Ads
U1255,01-02-2025,Google Ads,G002,S91132,Google Ads
U1255,02-02-2025,Facebook,F002,S40981,Facebook
U1255,03-02-2025,TikTok,T001,S92289,TikTok
U1256,23-02-2025,Facebook,F001,S60516,Facebook
U1256,24-02-2025,LinkedIn,L001,S70686,LinkedIn
U1256,25-02-2025,TikTok,T001,S78498,TikTok
U1256,26-02-2025,TikTok,T001,S14138,TikTok
U1257,10-02-2025,Facebook,F002,S20278,Facebook
U1257,11-02-2025,Google Ads,G001,S72943,Google Ads
U1258,16-02-2025,TikTok,T001,S98056,TikTok
U1258,17-02-2025,Facebook,F001,S31281,
U1258,18-02-2025,TikTok,T001,S37586,TikTok
U1258,19-02-2025,Facebook,F002,S77087,Facebook
U1258,20-02-2025,Facebook,F002,S76897,Facebook
U1259,19-01-2025,TikTok,T001,S24924,TikTok
U1259,20-01-2025,TikTok,T001,S10869,TikTok
U1259,21-01-2025,Google Ads,G001,S43458,Google Ads
U1260,14-03-2025,Google Ads,G002,S92214,Google Ads
U1260,15-03-2025,Google Ads,G002,S96664,Google Ads
U1260,16-03-2025,Facebook,F002,S30025,Facebook
U1261,01-03-2025,Facebook,F002,S48506,Facebook
U1261,02-03-2025,Google Ads,G001,S34417,
U1261,03-03-2025,LinkedIn,L001,S56218,LinkedIn
U1261,04-03-2025,Facebook,F001,S38927,Facebook
U1262,02-03-2025,LinkedIn,L001,S83539,LinkedIn
U1262,03-03-2025,TikTok,T001,S35398,TikTok
U1262,04-03-2025,LinkedIn,L001,S66704,LinkedIn
U1262,05-03-2025,Facebook,F002,S35500,Facebook
U1263,15-03-2025,TikTok,T001,S41174,TikTok
U1263,16-03-2025,LinkedIn,L001,S73059,LinkedIn
U1264,04-02-2025,TikTok,T001,S12187,TikTok
U1264,05-02-2025,TikTok,T001,S31225,TikTok
U1264,06-02-2025,LinkedIn,L001,S42828,LinkedIn
U1264,07-02-2025,LinkedIn,L001,S79463,
U1265,24-02-2025,Facebook,F002,S58516,Facebook
U1265,25-02-2025,TikTok,T001,S76736,TikTok
U1266,27-02-2025,LinkedIn,L001,S33408,LinkedIn
U1266,28-02-2025,Google Ads,G001,S69500,Google Ads
U1266,01-03-2025,LinkedIn,L001,S42854,LinkedIn
U1267,17-03-2025,LinkedIn,L001,S16968,LinkedIn
U1267,18-03-2025,LinkedIn,L001,S11700,LinkedIn
U1268,13-01-2025,TikTok,T001,S71934,TikTok
U1268,14-01-2025,TikTok,T001,S15520,TikTok
U1268,15-01-2025,LinkedIn,L001,S96465,
U1268,16-01-2025,Google Ads,G002,S23917,Google Ads
U1269,02-02-2025,Facebook,F001,S82617,Facebook
U1269,03-02-2025,LinkedIn,L001,S53939,LinkedIn
U1269,04-02-2025,Facebook,F001,S79166,Facebook
U1270,19-01-2025,Facebook,F001,S64935,Facebook
U1270,20-01-2025,TikTok,T001,S18328,TikTok
U1270,21-01-2025,LinkedIn,L001,S46320,LinkedIn
U1271,08-03-2025,Facebook,F002,S18640,Facebook
U1271,09-03-2025,Google Ads,G002,S66053,Google Ads
